time,i1alpha,u1alpha,motorTorque,motorMechanicalAngularVelocity,|psi2|
0.720907,-11.7653,91.4432,0.176459,-157.11,1.00737
0.721007,-11.654,101.204,0.175169,-157.11,1.00737
0.721107,-11.5312,110.865,0.173953,-157.11,1.00737
0.721207,-11.397,120.417,0.17282,-157.11,1.00737
0.721307,-11.2515,129.85,0.17177,-157.11,1.00737
0.721407,-11.0949,139.155,0.170812,-157.11,1.00737
0.721507,-10.9274,148.322,0.169942,-157.11,1.00737
0.721607,-10.749,157.343,0.169164,-157.109,1.00737
0.721707,-10.5601,166.208,0.168485,-157.109,1.00737
0.721807,-10.3607,174.91,0.167899,-157.109,1.00737
0.721907,-10.1511,183.439,0.167407,-157.109,1.00737
0.722007,-9.93147,191.786,0.167014,-157.109,1.00737
0.722107,-9.70203,199.945,0.166718,-157.109,1.00737
0.722207,-9.46301,207.906,0.166519,-157.109,1.00737
0.722308,-9.21465,215.661,0.166414,-157.109,1.00737
0.722408,-8.95718,223.204,0.166407,-157.109,1.00737
0.722508,-8.69087,230.527,0.166492,-157.109,1.00737
0.722608,-8.41598,237.622,0.166672,-157.109,1.00737
0.722708,-8.13278,244.482,0.166941,-157.109,1.00737
0.722808,-7.84154,251.101,0.167296,-157.109,1.00737
0.722908,-7.54257,257.472,0.167738,-157.109,1.00737
0.723008,-7.23614,263.589,0.168262,-157.109,1.00737
0.723108,-6.92257,269.445,0.168865,-157.109,1.00737
0.723208,-6.60217,275.036,0.169539,-157.109,1.00738
0.723308,-6.27525,280.355,0.170283,-157.109,1.00738
0.723408,-5.94213,285.398,0.171092,-157.109,1.00738
0.723508,-5.60314,290.158,0.171964,-157.109,1.00738
0.723608,-5.25863,294.633,0.172887,-157.109,1.00738
0.723708,-4.90892,298.816,0.173865,-157.109,1.00738
0.723808,-4.55437,302.704,0.174883,-157.108,1.00738
0.723908,-4.19532,306.294,0.175939,-157.108,1.00738
0.724008,-3.83213,309.581,0.17703,-157.108,1.00738
0.724108,-3.46516,312.562,0.178146,-157.108,1.00738
0.724208,-3.09477,315.235,0.179285,-157.108,1.00738
0.724308,-2.72132,317.597,0.180437,-157.108,1.00738
0.724408,-2.34519,319.645,0.181601,-157.108,1.00738
0.724508,-1.96675,321.378,0.182761,-157.108,1.00738
0.724608,-1.58637,322.793,0.183919,-157.108,1.00738
0.724708,-1.20443,323.89,0.185064,-157.108,1.00738
0.724808,-0.821301,324.667,0.186191,-157.108,1.00738
0.724908,-0.437364,325.124,0.187294,-157.108,1.00738
0.725008,-0.0529995,325.259,0.188366,-157.108,1.00738
0.725108,0.331411,325.073,0.189406,-157.108,1.00738
0.725208,0.715492,324.567,0.190402,-157.108,1.00738
0.725308,1.09886,323.74,0.191352,-157.108,1.00738
0.725408,1.48114,322.594,0.192244,-157.108,1.00738
0.725508,1.86195,321.129,0.193079,-157.108,1.00738
0.725608,2.24092,319.347,0.193848,-157.108,1.00738
0.725708,2.61767,317.249,0.194545,-157.108,1.00738
0.725808,2.99183,314.839,0.195172,-157.108,1.00739
0.725908,3.36302,312.118,0.195722,-157.107,1.00739
0.726008,3.73089,309.088,0.196186,-157.107,1.00739
0.726108,4.09507,305.754,0.196563,-157.107,1.00739
0.726208,4.45521,302.117,0.196848,-157.107,1.00739
0.726308,4.81093,298.183,0.197042,-157.107,1.00739
0.726408,5.1619,293.954,0.197139,-157.107,1.00739
0.726508,5.50776,289.434,0.197135,-157.107,1.00739
0.726608,5.84818,284.63,0.19703,-157.107,1.00739
0.726708,6.18281,279.544,0.196823,-157.107,1.00739
0.726808,6.51133,274.182,0.196511,-157.107,1.00739
0.726908,6.83341,268.549,0.196093,-157.107,1.00739
0.727008,7.14874,262.652,0.195569,-157.107,1.00739
0.727108,7.457,256.495,0.194941,-157.107,1.00739
0.727208,7.75789,250.085,0.194204,-157.107,1.00739
0.727308,8.05111,243.427,0.193366,-157.107,1.00739
0.727408,8.33637,236.53,0.192422,-157.107,1.00739
0.727508,8.61338,229.399,0.191374,-157.107,1.00739
0.727608,8.88189,222.042,0.190229,-157.107,1.00739
0.727708,9.14161,214.465,0.188979,-157.107,1.00739
0.727808,9.3923,206.677,0.187637,-157.107,1.00739
0.727908,9.63371,198.685,0.1862,-157.107,1.00739
0.728008,9.86559,190.496,0.184675,-157.107,1.00739
0.728108,10.0877,182.12,0.183064,-157.106,1.00739
0.728208,10.2999,173.564,0.181371,-157.106,1.00739
0.728308,10.5019,164.836,0.179604,-157.106,1.00739
0.728409,10.6935,155.946,0.177759,-157.106,1.00739
0.728509,10.8745,146.901,0.175849,-157.106,1.00739
0.728609,11.0448,137.712,0.173874,-157.106,1.00739
0.728709,11.2041,128.387,0.171843,-157.106,1.00739
0.728809,11.3524,118.935,0.169758,-157.106,1.00739
0.728909,11.4895,109.365,0.167628,-157.106,1.00739
0.729009,11.6152,99.688,0.165455,-157.106,1.00739
0.729109,11.7294,89.9122,0.163249,-157.106,1.00739
0.729209,11.8321,80.0477,0.161017,-157.106,1.00739
0.729309,11.923,70.1041,0.158759,-157.106,1.00739
0.729409,12.0022,60.0913,0.156485,-157.106,1.00739
0.729509,12.0695,50.0192,0.154203,-157.106,1.00739
0.729609,12.1249,39.8977,0.151917,-157.106,1.00739
0.729709,12.1683,29.7368,0.149635,-157.106,1.00739
0.729809,12.1996,19.5465,0.147366,-157.106,1.00739
0.729909,12.2189,9.33701,0.145114,-157.106,1.00739
0.730009,12.2262,-0.881748,0.142886,-157.106,1.00739
0.730109,12.2213,-11.0996,0.140693,-157.106,1.00739
0.730209,12.2044,-21.3066,0.138538,-157.106,1.00739
0.730309,12.1754,-31.4925,0.136427,-157.106,1.00739
0.730409,12.1344,-41.6473,0.134362,-157.106,1.00739
0.730509,12.0813,-51.7609,0.13235,-157.106,1.00739
0.730609,12.0164,-61.8235,0.1304,-157.106,1.00739
0.730709,11.9396,-71.8251,0.128514,-157.105,1.00739
0.730809,11.8509,-81.7557,0.126695,-157.105,1.00739
0.730909,11.7506,-91.6057,0.12495,-157.105,1.00739
0.731009,11.6386,-101.365,0.123282,-157.105,1.00739
0.731109,11.5152,-111.025,0.121697,-157.105,1.00739
0.731209,11.3803,-120.574,0.120196,-157.105,1.00739
0.731309,11.2343,-130.005,0.118784,-157.105,1.00739
0.731409,11.0771,-139.308,0.117464,-157.105,1.00739
0.731509,10.909,-148.473,0.116239,-157.105,1.00739
0.731609,10.7301,-157.491,0.115113,-157.105,1.00739
0.731709,10.5406,-166.354,0.114084,-157.105,1.00739
0.731809,10.3406,-175.053,0.113153,-157.105,1.00739
0.731909,10.1305,-183.578,0.112322,-157.105,1.00739
0.732009,9.91036,-191.923,0.111592,-157.105,1.00739
0.732109,9.68042,-200.078,0.110962,-157.105,1.00739
0.732209,9.44092,-208.036,0.110432,-157.105,1.00739
0.732309,9.19209,-215.788,0.110004,-157.105,1.00739
0.732409,8.93417,-223.327,0.109676,-157.105,1.00739
0.732509,8.66743,-230.646,0.109441,-157.105,1.00739
0.732609,8.39213,-237.737,0.109306,-157.105,1.00739
0.732709,8.10854,-244.593,0.109266,-157.105,1.00739
0.732809,7.81693,-251.208,0.109315,-157.105,1.00739
0.732909,7.51761,-257.575,0.109452,-157.105,1.00739
0.733009,7.21085,-263.688,0.109671,-157.105,1.00739
0.733109,6.89698,-269.54,0.109973,-157.105,1.00739
0.733209,6.57629,-275.126,0.110352,-157.105,1.00739
0.733309,6.24911,-280.441,0.110804,-157.105,1.00739
0.733409,5.91575,-285.479,0.111325,-157.105,1.00739
0.733509,5.57655,-290.235,0.111911,-157.105,1.00739
0.733609,5.23184,-294.704,0.112554,-157.105,1.00739
0.733709,4.88197,-298.883,0.113252,-157.105,1.00739
0.733809,4.52727,-302.766,0.113997,-157.105,1.00739
0.733909,4.16811,-306.351,0.114784,-157.105,1.00739
0.734009,3.80482,-309.633,0.115607,-157.104,1.00739
0.734109,3.43779,-312.609,0.116461,-157.104,1.00739
0.734209,3.06735,-315.277,0.117336,-157.104,1.00739
0.734309,2.6939,-317.634,0.118232,-157.104,1.00739
0.73441,2.31778,-319.677,0.119135,-157.104,1.00739
0.73451,1.93937,-321.404,0.120045,-157.104,1.00739
0.73461,1.55906,-322.814,0.120951,-157.104,1.00739
0.73471,1.1772,-323.906,0.121849,-157.104,1.00739
0.73481,0.794187,-324.677,0.122732,-157.104,1.00739
0.73491,0.410392,-325.128,0.123594,-157.104,1.00739
0.73501,0.0261959,-325.259,0.124428,-157.104,1.00739
0.73511,-0.358023,-325.068,0.125229,-157.104,1.00739
0.73521,-0.741884,-324.556,0.12599,-157.104,1.00739
0.73531,-1.12501,-323.724,0.126707,-157.104,1.00739
0.73541,-1.50701,-322.572,0.127374,-157.104,1.00739
0.73551,-1.88753,-321.102,0.127982,-157.104,1.00739
0.73561,-2.26617,-319.314,0.128532,-157.104,1.00739
0.73571,-2.64257,-317.212,0.129013,-157.104,1.00739
0.73581,-3.01636,-314.796,0.129424,-157.104,1.00739
0.73591,-3.38716,-312.07,0.12976,-157.104,1.00739
0.73601,-3.7546,-309.035,0.130015,-157.104,1.00739
0.73611,-4.11833,-305.696,0.130188,-157.104,1.00739
0.73621,-4.47799,-302.054,0.130271,-157.104,1.00739
0.73631,-4.83322,-298.115,0.130263,-157.104,1.00739
0.73641,-5.18367,-293.881,0.130166,-157.104,1.00739
0.73651,-5.52899,-289.357,0.129971,-157.104,1.00739
0.73661,-5.86884,-284.548,0.129676,-157.104,1.00739
0.73671,-6.20289,-279.457,0.12928,-157.104,1.00739
0.73681,-6.5308,-274.091,0.128787,-157.104,1.00739
0.73691,-6.85226,-268.454,0.12819,-157.104,1.00739
0.73701,-7.16694,-262.552,0.12749,-157.104,1.00739
0.73711,-7.47453,-256.39,0.126686,-157.104,1.00739
0.73721,-7.77473,-249.976,0.12578,-157.104,1.00739
0.73731,-8.06725,-243.315,0.124771,-157.103,1.00739
0.73741,-8.35179,-236.414,0.123657,-157.103,1.00739
0.73751,-8.62807,-229.279,0.122447,-157.103,1.00739
0.73761,-8.89581,-221.918,0.12114,-157.103,1.00739
0.73771,-9.15477,-214.338,0.119735,-157.103,1.00739
0.73781,-9.40467,-206.546,0.118239,-157.103,1.00739
0.73791,-9.64528,-198.551,0.11665,-157.103,1.00739
0.73801,-9.87635,-190.359,0.114975,-157.103,1.00739
0.73811,-10.0977,-181.98,0.11322,-157.103,1.00739
0.73821,-10.309,-173.42,0.111386,-157.103,1.00739
0.73831,-10.5101,-164.69,0.109477,-157.103,1.00739
0.73841,-10.7008,-155.797,0.1075,-157.103,1.00739
0.73851,-10.881,-146.75,0.105457,-157.103,1.00739
0.73861,-11.0504,-137.559,0.10335,-157.103,1.00739
0.73871,-11.2089,-128.231,0.101191,-157.103,1.00739
0.73881,-11.3563,-118.777,0.098983,-157.103,1.00739
0.73891,-11.4925,-109.206,0.0967325,-157.103,1.00739
0.73901,-11.6173,-99.5268,0.0944437,-157.103,1.00739
0.73911,-11.7306,-89.7495,0.0921194,-157.103,1.00739
0.73921,-11.8323,-79.8835,0.0897721,-157.103,1.00739
0.73931,-11.9224,-69.9387,0.0874047,-157.103,1.00739
0.73941,-12.0006,-59.9248,0.0850296,-157.103,1.00739
0.73951,-12.067,-49.8518,0.0826482,-157.103,1.00739
0.73961,-12.1215,-39.7296,0.0802703,-157.103,1.00739
0.73971,-12.164,-29.5681,0.0779012,-157.103,1.00739
0.73981,-12.1944,-19.3775,0.0755457,-157.103,1.00739
0.73991,-12.2128,-9.16772,0.0732096,-157.103,1.00739
0.74001,-12.2192,1.0511,0.0709035,-157.103,1.00739
0.74011,-12.2134,11.2689,0.0686311,-157.103,1.00739
0.74021,-12.1956,21.4755,0.0663991,-157.103,1.00739
0.74031,-12.1657,31.661,0.0642127,-157.103,1.00739
0.740411,-12.1238,41.8152,0.0620781,-157.103,1.00739
0.740511,-12.0699,51.9281,0.0599992,-157.103,1.00739
0.740611,-12.0041,61.9898,0.0579812,-157.103,1.00739
0.740711,-11.9265,71.9902,0.0560335,-157.103,1.00739
0.740811,-11.837,81.9196,0.054154,-157.103,1.00739
0.740911,-11.7358,91.7682,0.0523553,-157.103,1.00739
0.741011,-11.6231,101.526,0.0506352,-157.103,1.00739
0.741111,-11.4988,111.184,0.0489993,-157.103,1.00739
0.741211,-11.3632,120.732,0.0474519,-157.103,1.00739
0.741311,-11.2164,130.16,0.0459984,-157.103,1.00739
0.741411,-11.0585,139.461,0.0446383,-157.103,1.00739
0.741511,-10.8896,148.623,0.0433727,-157.103,1.00739
0.741611,-10.71,157.639,0.0422047,-157.103,1.00739
0.741711,-10.5198,166.499,0.0411355,-157.103,1.00739
0.741811,-10.3192,175.195,0.0401679,-157.103,1.00739
0.741911,-10.1084,183.718,0.0393061,-157.102,1.00739
0.742011,-9.88766,192.06,0.0385446,-157.102,1.00739
0.742111,-9.65711,200.212,0.0378861,-157.102,1.00739
0.742211,-9.41702,208.166,0.037332,-157.102,1.00739
0.742311,-9.16762,215.915,0.0368809,-157.102,1.00739
0.742411,-8.90916,223.45,0.0365328,-157.102,1.00739
0.742511,-8.6419,230.765,0.0362809,-157.102,1.00739
0.742611,-8.36611,237.853,0.0361333,-157.102,1.00739
0.742711,-8.08204,244.705,0.0360762,-157.102,1.00739
0.742811,-7.78999,251.316,0.0361166,-157.102,1.00739
0.742911,-7.49025,257.679,0.0362433,-157.102,1.00739
0.743011,-7.1831,263.787,0.0364563,-157.102,1.00739
0.743111,-6.86886,269.635,0.0367528,-157.102,1.00739
0.743211,-6.54783,275.217,0.0371273,-157.102,1.00739
0.743311,-6.22033,280.527,0.0375784,-157.102,1.00739
0.743411,-5.88669,285.56,0.0381033,-157.102,1.00739
0.743511,-5.54723,290.311,0.0386922,-157.102,1.00739
0.743611,-5.20229,294.776,0.0393423,-157.102,1.00739
0.743711,-4.85222,298.949,0.0400468,-157.102,1.00739
0.743811,-4.49735,302.828,0.0408,-157.102,1.00739
0.743911,-4.13803,306.408,0.0415984,-157.102,1.00739
0.744011,-3.77464,309.685,0.0424344,-157.102,1.00739
0.744111,-3.40751,312.656,0.0433045,-157.102,1.00739
0.744211,-3.03702,315.319,0.0442004,-157.102,1.00739
0.744311,-2.66353,317.67,0.0451116,-157.102,1.00739
0.744411,-2.28741,319.708,0.046036,-157.102,1.00739
0.744511,-1.90903,321.43,0.0469699,-157.102,1.00739
0.744611,-1.52877,322.835,0.0479019,-157.102,1.00739
0.744711,-1.147,323.921,0.0488302,-157.102,1.00739
0.744811,-0.764102,324.687,0.0497454,-157.102,1.00739
0.744911,-0.380451,325.133,0.0506434,-157.102,1.00739
0.745011,0.00357267,325.258,0.0515173,-157.102,1.00739
0.745111,0.387592,325.062,0.0523557,-157.102,1.00739
0.745211,0.771224,324.545,0.0531582,-157.102,1.00739
0.745311,1.15409,323.707,0.0539173,-157.102,1.00739
0.745411,1.53582,322.55,0.0546294,-157.102,1.00739
0.745511,1.91602,321.075,0.0552872,-157.102,1.00739
0.745611,2.29433,319.282,0.0558852,-157.102,1.00739
0.745711,2.67036,317.174,0.0564177,-157.102,1.00739
0.745811,3.04376,314.754,0.0568785,-157.102,1.00739
0.745911,3.41414,312.022,0.0572649,-157.102,1.00739
0.746011,3.78115,308.983,0.0575767,-157.102,1.00739
0.746111,4.14442,305.638,0.0578057,-157.102,1.00739
0.746211,4.50359,301.992,0.0579505,-157.102,1.00739
0.746311,4.8583,298.047,0.058002,-157.102,1.00739
0.746412,5.20822,293.809,0.0579631,-157.102,1.00739
0.746512,5.55298,289.28,0.0578308,-157.102,1.00739
0.746612,5.89225,284.465,0.0576025,-157.102,1.00739
0.746712,6.2257,279.37,0.0572781,-157.102,1.00739
0.746812,6.55299,273.999,0.0568535,-157.102,1.00739
0.746912,6.8738,268.358,0.05633,-157.102,1.00739
0.747012,7.18782,262.452,0.0557021,-157.102,1.00739
0.747112,7.49473,256.286,0.0549726,-157.102,1.00739
0.747212,7.79424,249.868,0.0541401,-157.102,1.00739
0.747312,8.08603,243.203,0.0532115,-157.102,1.00739
0.747412,8.36984,236.297,0.0521757,-157.102,1.00739
0.747512,8.64537,229.159,0.051048,-157.102,1.00739
0.747612,8.91236,221.794,0.0498242,-157.102,1.00739
0.747712,9.17054,214.211,0.0485058,-157.102,1.00739
0.747812,9.41965,206.415,0.0470927,-157.102,1.00739
0.747912,9.65945,198.417,0.0455961,-157.102,1.00739
0.748012,9.88971,190.222,0.044009,-157.102,1.00739
0.748112,10.1102,181.839,0.0423453,-157.102,1.00739
0.748212,10.3207,173.277,0.0406009,-157.102,1.00739
0.748312,10.521,164.544,0.038784,-157.102,1.00739
0.748412,10.7108,155.648,0.036899,-157.102,1.00739
0.748512,10.8901,146.599,0.0349499,-157.101,1.00738
0.748612,11.0587,137.405,0.0329451,-157.101,1.00738
0.748712,11.2163,128.076,0.0308861,-157.101,1.00738
0.748812,11.3628,118.62,0.0287797,-157.101,1.00738
0.748912,11.4981,109.046,0.0266322,-157.101,1.00738
0.749012,11.622,99.3656,0.0244506,-157.101,1.00738
0.749112,11.7345,89.5867,0.0222412,-157.101,1.00738
0.749212,11.8353,79.7193,0.0200088,-157.101,1.00738
0.749312,11.9245,69.7733,0.0177631,-157.101,1.00738
0.749412,12.0018,59.7584,0.0155057,-157.101,1.00738
0.749512,12.0673,49.6845,0.0132451,-157.101,1.00738
0.749612,12.1209,39.5615,0.0109897,-157.101,1.00738
0.749712,12.1625,29.3995,0.0087427,-157.101,1.00738
0.749812,12.1921,19.2084,0.00651326,-157.101,1.00738
0.749912,12.2096,8.99844,0.00430583,-157.101,1.00738
0.750012,12.2151,-1.22045,0.00213051,-157.101,1.00738
0.750112,12.2085,-11.4381,-1.24428e-05,-157.101,1.00738
0.750212,12.1898,-21.6445,-0.00211319,-157.101,1.00738
0.750312,12.1591,-31.8295,-0.00416757,-157.101,1.00738
0.750412,12.1163,-41.9831,-0.00616886,-157.101,1.00738
0.750512,12.0616,-52.0953,-0.00811272,-157.101,1.00738
0.750612,11.995,-62.156,-0.00999394,-157.101,1.00738
0.750712,11.9165,-72.1554,-0.0118052,-157.101,1.00738
0.750812,11.8263,-82.0835,-0.0135448,-157.101,1.00738
0.750912,11.7243,-91.9306,-0.0152064,-157.101,1.00738
0.751012,11.6108,-101.687,-0.0167844,-157.101,1.00738
0.751112,11.4858,-111.343,-0.018279,-157.101,1.00738
0.751212,11.3495,-120.889,-0.019683,-157.101,1.00738
0.751312,11.2019,-130.316,-0.0209972,-157.101,1.00738
0.751412,11.0433,-139.614,-0.022214,-157.101,1.00738
0.751512,10.8738,-148.774,-0.0233334,-157.101,1.00738
0.751612,10.6935,-157.787,-0.0243511,-157.101,1.00738
0.751712,10.5026,-166.645,-0.0252713,-157.101,1.00738
0.751812,10.3014,-175.338,-0.0260857,-157.101,1.00738
0.751912,10.09,-183.858,-0.0267986,-157.101,1.00738
0.752012,9.86862,-192.196,-0.0274069,-157.101,1.00738
0.752112,9.6375,-200.345,-0.0279095,-157.101,1.00737
0.752212,9.39685,-208.296,-0.0283063,-157.101,1.00737
0.752312,9.14693,-216.041,-0.0285987,-157.101,1.00737
0.752412,8.88796,-223.573,-0.028788,-157.101,1.00737
0.752513,8.62022,-230.885,-0.0288771,-157.101,1.00737
0.752613,8.34396,-237.968,-0.0288674,-157.101,1.00737
0.752713,8.05945,-244.817,-0.0287602,-157.101,1.00737
0.752813,7.76698,-251.423,-0.0285597,-157.101,1.00737
0.752913,7.46684,-257.782,-0.0282659,-157.101,1.00737
0.753013,7.15933,-263.886,-0.0278831,-157.101,1.00737
0.753113,6.84474,-269.73,-0.0274167,-157.101,1.00737
0.753213,6.52339,-275.307,-0.0268709,-157.101,1.00737
0.753313,6.1956,-280.613,-0.0262445,-157.101,1.00737
0.753413,5.86168,-285.641,-0.0255511,-157.101,1.00737
0.753513,5.52198,-290.388,-0.0247868,-157.101,1.00737
0.753613,5.17682,-294.847,-0.023964,-157.101,1.00737
0.753713,4.82654,-299.016,-0.0230828,-157.101,1.00737
0.753813,4.4715,-302.89,-0.0221514,-157.101,1.00737
0.753913,4.11205,-306.464,-0.0211747,-157.101,1.00737
0.754013,3.74853,-309.736,-0.0201577,-157.101,1.00737
0.754113,3.38131,-312.703,-0.0191073,-157.101,1.00737
0.754213,3.01075,-315.36,-0.0180325,-157.101,1.00737
0.754313,2.63722,-317.706,-0.0169362,-157.101,1.00737
0.754413,2.26108,-319.739,-0.0158238,-157.101,1.00737
0.754513,1.88271,-321.456,-0.0147048,-157.101,1.00737
0.754613,1.50248,-322.855,-0.0135803,-157.101,1.00737
0.754713,1.12077,-323.936,-0.012463,-157.101,1.00737
0.754813,0.737954,-324.697,-0.0113566,-157.101,1.00737
0.754913,0.354409,-325.138,-0.0102695,-157.101,1.00737
0.755013,-0.0294839,-325.257,-0.00920434,-157.101,1.00737
0.755113,-0.413346,-325.056,-0.00816911,-157.101,1.00737
0.755213,-0.7968,-324.533,-0.00717194,-157.101,1.00737
0.755313,-1.17946,-323.691,-0.0062148,-157.101,1.00737
0.755413,-1.56096,-322.528,-0.00530534,-157.101,1.00737
0.755513,-1.94092,-321.047,-0.00445018,-157.101,1.00737
0.755613,-2.31895,-319.25,-0.00365245,-157.101,1.00737
0.755713,-2.69469,-317.137,-0.00291806,-157.101,1.00737
0.755813,-3.06777,-314.711,-0.00225259,-157.101,1.00737
0.755913,-3.43782,-311.974,-0.00166229,-157.101,1.00737
0.756013,-3.80447,-308.93,-0.00114509,-157.101,1.00737
0.756113,-4.16736,-305.58,-0.000710024,-157.101,1.00737
0.756213,-4.52613,-301.929,-0.000360581,-157.101,1.00737
0.756313,-4.88043,-297.979,-0.000100239,-157.101,1.00737
0.756413,-5.22991,-293.736,6.96102e-05,-157.101,1.00737
0.756513,-5.57421,-289.202,0.000148966,-157.101,1.00737
0.756613,-5.91302,-284.383,0.000132259,-157.101,1.00737
0.756713,-6.24597,-279.284,1.67065e-05,-157.101,1.00737
0.756813,-6.57276,-273.908,-0.000197693,-157.101,1.00737
0.756913,-6.89305,-268.262,-0.000510939,-157.101,1.00737
0.757013,-7.20653,-262.352,-0.000923032,-157.101,1.00737
0.757113,-7.51289,-256.182,-0.00143676,-157.101,1.00737
0.757213,-7.81183,-249.759,-0.00204933,-157.101,1.00737
0.757313,-8.10305,-243.09,-0.00276213,-157.101,1.00737
0.757413,-8.38626,-236.181,-0.00357101,-157.101,1.00737
0.757513,-8.66119,-229.039,-0.00447872,-157.101,1.00737
0.757613,-8.92756,-221.67,-0.0054825,-157.101,1.00737
0.757713,-9.18511,-214.083,-0.00657678,-157.101,1.00737
0.757813,-9.43359,-206.285,-0.00776293,-157.101,1.00737
0.757913,-9.67274,-198.282,-0.00903541,-157.101,1.00737
0.758013,-9.90234,-190.084,-0.01039,-157.101,1.00737
0.758113,-10.1222,-181.699,-0.0118282,-157.101,1.00737
0.758213,-10.332,-173.134,-0.0133415,-157.101,1.00737
0.758313,-10.5316,-164.398,-0.014923,-157.101,1.00737
0.758413,-10.7208,-155.5,-0.0165728,-157.101,1.00737
0.758514,-10.8994,-146.448,-0.0182866,-157.101,1.00737
0.758614,-11.0672,-137.252,-0.0200561,-157.101,1.00737
0.758714,-11.2242,-127.92,-0.0218799,-157.101,1.00737
0.758814,-11.37,-118.462,-0.023751,-157.101,1.00737
0.758914,-11.5046,-108.887,-0.0256611,-157.101,1.00737
0.759014,-11.6278,-99.2043,-0.0276074,-157.101,1.00737
0.759114,-11.7395,-89.4239,-0.0295795,-157.101,1.00737
0.759214,-11.8397,-79.5551,-0.0315745,-157.101,1.00737
0.759314,-11.9281,-69.6079,-0.0335835,-157.101,1.00737
0.759414,-12.0048,-59.5919,-0.0356029,-157.102,1.00737
0.759514,-12.0696,-49.5171,-0.0376247,-157.102,1.00737
0.759614,-12.1225,-39.3934,-0.0396444,-157.102,1.00737
0.759714,-12.1634,-29.2308,-0.0416482,-157.102,1.00737
0.759814,-12.1923,-19.0394,-0.0436369,-157.102,1.00737
0.759914,-12.2091,-8.82915,-0.0456004,-157.102,1.00736
0.760014,-12.2139,1.38979,-0.0475398,-157.102,1.00736
0.760114,-12.2066,11.6074,-0.0494347,-157.102,1.00736
0.760214,-12.1873,21.8135,-0.0512914,-157.102,1.00736
0.760314,-12.1559,31.9981,-0.0530973,-157.102,1.00736
0.760414,-12.1125,42.1511,-0.054849,-157.102,1.00736
0.760514,-12.0572,52.2625,-0.0565437,-157.102,1.00736
0.760614,-11.9899,62.3222,-0.0581795,-157.102,1.00736
0.760714,-11.9108,72.3205,-0.0597395,-157.102,1.00736
0.760814,-11.8199,82.2474,-0.0612257,-157.102,1.00736
0.760914,-11.7174,92.093,-0.0626346,-157.102,1.00736
0.761014,-11.6033,101.848,-0.0639593,-157.102,1.00736
0.761114,-11.4777,111.502,-0.0651969,-157.102,1.00736
0.761214,-11.3408,121.046,-0.0663427,-157.102,1.00736
0.761314,-11.1927,130.471,-0.0673952,-157.102,1.00736
0.761414,-11.0335,139.767,-0.0683531,-157.102,1.00736
0.761514,-10.8634,148.924,-0.0692107,-157.102,1.00736
0.761614,-10.6826,157.935,-0.069968,-157.102,1.00736
0.761714,-10.4913,166.79,-0.0706224,-157.102,1.00736
0.761814,-10.2896,175.481,-0.0711737,-157.102,1.00736
0.761914,-10.0777,183.998,-0.0716206,-157.102,1.00736
0.762014,-9.85589,192.333,-0.0719617,-157.102,1.00736
0.762114,-9.62433,200.479,-0.0721983,-157.102,1.00736
0.762214,-9.38326,208.426,-0.0723292,-157.102,1.00736
0.762314,-9.13293,216.168,-0.0723543,-157.102,1.00736
0.762414,-8.87358,223.696,-0.0722791,-157.102,1.00736
0.762514,-8.60546,231.004,-0.0720967,-157.102,1.00736
0.762614,-8.32885,238.084,-0.0718155,-157.102,1.00736
0.762714,-8.04401,244.928,-0.071441,-157.102,1.00736
0.762814,-7.75122,251.531,-0.070969,-157.102,1.00736
0.762914,-7.45079,257.885,-0.0704038,-157.102,1.00736
0.763014,-7.14299,263.985,-0.0697495,-157.102,1.00736
0.763114,-6.82814,269.824,-0.0690088,-157.102,1.00736
0.763214,-6.50654,275.397,-0.0681902,-157.102,1.00736
0.763314,-6.17852,280.698,-0.0672908,-157.102,1.00736
0.763414,-5.8444,285.722,-0.0663232,-157.102,1.00736
0.763514,-5.50451,290.464,-0.0652847,-157.102,1.00736
0.763614,-5.15918,294.919,-0.0641862,-157.102,1.00736
0.763714,-4.80875,299.083,-0.0630279,-157.102,1.00736
0.763814,-4.45358,302.951,-0.0618181,-157.102,1.00736
0.763914,-4.09401,306.521,-0.0605616,-157.102,1.00736
0.764014,-3.7304,309.788,-0.0592689,-157.102,1.00736
0.764114,-3.3631,312.749,-0.0579394,-157.102,1.00736
0.764214,-2.99248,315.402,-0.0565848,-157.102,1.00736
0.764314,-2.61891,317.743,-0.0552079,-157.102,1.00736
0.764414,-2.24275,319.77,-0.0538164,-157.102,1.00736
0.764515,-1.86437,321.482,-0.0524151,-157.102,1.00736
0.764615,-1.48416,322.876,-0.0510139,-157.102,1.00736
0.764715,-1.10248,323.951,-0.0496161,-157.102,1.00736
0.764815,-0.719708,324.707,-0.0482301,-157.102,1.00736
0.764915,-0.336228,325.142,-0.0468619,-157.102,1.00736
0.765015,0.0475832,325.257,-0.0455162,-157.102,1.00736
0.765115,0.431347,325.05,-0.0441986,-157.102,1.00736
0.765215,0.814685,324.522,-0.0429184,-157.102,1.00736
0.765315,1.19722,323.674,-0.0416826,-157.102,1.00736
0.765415,1.57857,322.506,-0.0404905,-157.102,1.00736
0.765515,1.95836,321.02,-0.0393541,-157.102,1.00736
0.765615,2.33622,319.217,-0.0382773,-157.102,1.00736
0.765715,2.71177,317.099,-0.0372596,-157.102,1.00736
